case_number,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer
2019-00083379,24 TAPPAN ST,2019-08-22T00:13:00.0,8,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00083378,420 FRUIT HILL AVE ,2019-08-22T00:12:00.0,8,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00083370,161 PRUDENCE AVE,2019-08-21T23:34:00.0,8,2019,Threats,Not Used,No violations,0,JPerez
2019-00501334,46 BARTON ST,2019-08-21T21:26:07.0,8,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTroia
2019-00083344,136 KNIGHT ST,2019-08-21T21:16:00.0,8,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00083341,PUBLIC ST & TAYLOR ST,2019-08-21T21:00:00.0,8,2019,Suspicious Person,Not Used,No violations,0,ASchneider
2019-00083340,21 ATWELLS AVE,2019-08-21T20:57:00.0,8,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,SIm
2019-00083337,SACKETT ST & BALCOM ST,2019-08-21T20:54:00.0,8,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ASubramaniam
2019-00083328,64 DARTMOUTH AVE,2019-08-21T20:34:00.0,8,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00083320,64 DARTMOUTH AVE,2019-08-21T20:18:00.0,8,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00083314,77 PHEBE ST,2019-08-21T20:05:00.0,8,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,Central Station
2019-00501333,84 RADCLIFFE AVE ,2019-08-21T20:02:34.0,8,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTroia
2019-00083313,39 HASKINS ST,2019-08-21T20:01:00.0,8,2019,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,AIn
2019-00083313,39 HASKINS ST,2019-08-21T20:01:00.0,8,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,AIn
2019-00083297,170 WASHINGTON AVE,2019-08-21T19:17:00.0,8,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JJohnson
2019-00083298,442 PINE ST,2019-08-21T19:17:00.0,8,2019,Lost Article,Not Used,No violations,0,AIn
2019-00083293,281 RHODES ST ,2019-08-21T19:03:16.0,8,2019,Found Property,Not Used,No violations,0,JDeschamps
2019-00083290,PROMENADE STREET ,2019-08-21T18:56:00.0,8,2019,Article Found,Not Used,No violations,0,Central Station
2019-00083288,100 WILLARD AVE,2019-08-21T18:52:00.0,8,2019,Article Found,Not Used,No violations,0,AIn
2019-00083279,100 GASPEE ST,2019-08-21T18:21:00.0,8,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,VTavarez
2019-00083276,583 CHARLES ST,2019-08-21T18:17:00.0,8,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,DDiaz
2019-00083274,543 BROAD ST,2019-08-21T18:03:55.0,8,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JMadeira
2019-00083264,8 FLORA ST,2019-08-21T17:44:00.0,8,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,DDiaz
2019-00083258,79 DETROIT AVE,2019-08-21T17:29:00.0,8,2019,Threats,Not Used,No violations,0,ASchneider
2019-00083257,EAGLE STREET ,2019-08-21T17:28:00.0,8,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2019-00083252,310 CRANSTON ST,2019-08-21T17:18:00.0,8,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,GKue
2019-00501332,132 DEPASQUALE AVE,2019-08-21T17:06:12.0,8,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia
2019-00083250,325 WASHINGTON ST,2019-08-21T16:55:00.0,8,2019,Article Found,Not Used,No violations,0,Central Station
2019-00083243,150 WASHINGTON ST,2019-08-21T16:36:00.0,8,2019,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,VTavarez
2019-00083241,24 TAPPAN ST,2019-08-21T16:29:00.0,8,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00083222,252 HARTFORD AVE,2019-08-21T15:44:00.0,8,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ERamos
2019-00083216,555 N  MAIN ST,2019-08-21T15:29:00.0,8,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00083201,25 CROMWELL ST,2019-08-21T14:55:00.0,8,2019,Municipal Code Violation,Sec. 16-3.C,Disorderly Conduct C - Fighting Words,1,Central Station
2019-00083196,325 WASHINGTON ST,2019-08-21T14:36:08.0,8,2019,Article Found,Not Used,No violations,0,DHull
2019-00083217,543 BRANCH AVE,2019-08-21T14:34:00.0,8,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DDiaz
2019-00083194,S  WATER ST & JAMES ST,2019-08-21T14:31:00.0,8,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,LPrete
2019-00083191,212 BELLEVUE AVE,2019-08-21T14:22:00.0,8,2019,Medical Aid,Not Used,No violations,0,LPelaez
2019-00083190,935 MANTON AVE,2019-08-21T14:13:00.0,8,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,JO
2019-00083190,935 MANTON AVE,2019-08-21T14:13:00.0,8,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,JO
2019-00083189,365 ATWELLS AVE,2019-08-21T14:13:00.0,8,2019,Bad Checks,19-9-25,FRAUDULENT CHECKS-(OVER $1000),1,DSepe
2019-00083188,989 NARRAGANSETT BLVD,2019-08-21T14:07:00.0,8,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2019-00083187,50 WEYBOSSET ST,2019-08-21T14:02:00.0,8,2019,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,MChasse
2019-00083183,15 WISDOM AVE,2019-08-21T13:42:00.0,8,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CAmado
2019-00083178,ACADEMY AVE & EATON ST,2019-08-21T13:36:49.0,8,2019,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,JLugo
2019-00083173,51 SILVER SPRING ST,2019-08-21T13:13:31.0,8,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTella
2019-00083172,1 HILTON ST,2019-08-21T13:11:00.0,8,2019,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,AWagoner
2019-00083170,32 TERRACE AVE,2019-08-21T13:09:00.0,8,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,EDelgado
2019-00083170,32 TERRACE AVE,2019-08-21T13:09:00.0,8,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,EDelgado
2019-00083170,32 TERRACE AVE,2019-08-21T13:09:00.0,8,2019,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,EDelgado
2019-00083163,14 QUARRY ST,2019-08-21T12:54:00.0,8,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00083148,100 FRANCIS ST,2019-08-21T12:01:00.0,8,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,TCalandra
2019-00083148,100 FRANCIS ST,2019-08-21T12:01:00.0,8,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-FELONY - SHOPLIFTING,1,TCalandra
2019-00501331,20 PROVIDENCE PL,2019-08-21T11:18:30.0,8,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTroia
2019-00083122,37 ONTARIO ST,2019-08-21T11:01:00.0,8,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,AWagoner
2019-00083107,19 WISDOM AVE,2019-08-21T10:12:00.0,8,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00083105,1 SHIP ST,2019-08-21T10:10:00.0,8,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00083101,1070 BROAD ST,2019-08-21T09:57:00.0,8,2019,RI Statute Violation,11-59-3,VIOLATION OF RESTRAINING ORDER,1,Central Station
2019-00083098,325 WASHINGTON ST,2019-08-21T09:43:00.0,8,2019,RI Statute Violation,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,1,TRudd
2019-00083096,BATTEY ST & WASHINGTON ST,2019-08-21T09:36:00.0,8,2019,Traffic Violation,31-8-2,Operation of MV When Registration Canceled,1,DSepe
2019-00083096,BATTEY ST & WASHINGTON ST,2019-08-21T09:36:00.0,8,2019,Traffic Violation,31-13-4,Obedience to Traffic Control Devices,1,DSepe
2019-00083094,373 NEW YORK AVE,2019-08-21T09:29:00.0,8,2019,Request for Assistance,Not Used,No violations,0,NColicci
2019-00083088,65 FAIRMOUNT AVE,2019-08-21T09:13:00.0,8,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JO
2019-00083084,1293 SMITH ST,2019-08-21T09:04:06.0,8,2019,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,JKane
2019-00501330,1079 SMITH ST,2019-08-21T08:24:53.0,8,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia
2019-00083038,136 KNIGHT ST,2019-08-21T03:16:00.0,8,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00083033,138 KNIGHT ST,2019-08-21T03:03:00.0,8,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00083031,1173 N  MAIN ST,2019-08-21T02:46:00.0,8,2019,Burglary,11-8-1,BURGLARY,1,KWilliams
2019-00083019,66 OSBORN ST,2019-08-21T02:13:00.0,8,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,BMcKenna
2019-00083011,244 WASHINGTON AVE,2019-08-21T01:37:00.0,8,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00082986,BROAD & BYFIELD ,2019-08-20T23:31:00.0,8,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,KRosado
2019-00082959,CRANSTON ST & WADSWORTH ST,2019-08-20T21:48:00.0,8,2019,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,CZiroli
2019-00082959,CRANSTON ST & WADSWORTH ST,2019-08-20T21:48:00.0,8,2019,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,CZiroli
2019-00082946,SALVATI WAY & WADSWORTH ST,2019-08-20T21:00:00.0,8,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,JHeeder
2019-00082945,775 CRANSTON ST,2019-08-20T20:55:00.0,8,2019,Disturbance,Not Used,No violations,0,LPelaez
2019-00082943,CHALKSTONE AVE & BERLIN ST,2019-08-20T20:44:00.0,8,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,MCamardo
2019-00082938,97 YORKSHIRE ST,2019-08-20T20:26:00.0,8,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MSandorse
2019-00082937,445 SMITH ST,2019-08-20T20:23:00.0,8,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TSavard
2019-00082937,445 SMITH ST,2019-08-20T20:23:00.0,8,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,TSavard
2019-00082928,HANOVER ST & CRANSTON ST,2019-08-20T19:55:00.0,8,2019,Medical Aid,Not Used,No violations,0,LPelaez
2019-00082924,33 SALMON ST,2019-08-20T19:51:00.0,8,2019,Juvenile Matter,Not Used,No violations,0,ERamos
2019-00082923,264 POCASSET AVE,2019-08-20T19:24:00.0,8,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JManown
2019-00082913,196 OAKLAND AVE,2019-08-20T19:20:00.0,8,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2019-00082897,1141 ELMWOOD AVE,2019-08-20T18:42:00.0,8,2019,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,JJohnson
2019-00082894,1030 CHALKSTONE AVE,2019-08-20T18:40:00.0,8,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MSepe
2019-00501328,5 RICHMOND SQ,2019-08-20T18:33:24.0,8,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,AGroot
2019-00082886,24 TAPPAN ST,2019-08-20T18:29:00.0,8,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00082887,BUCKLIN ST & PRINCETON AVE,2019-08-20T18:28:00.0,8,2019,Assistance Rendered,Not Used,No violations,0,LPelaez
2019-00082883,224 PEARL ST,2019-08-20T18:24:00.0,8,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,AIn
2019-00082869,CRANSTON ST & WADSWORTH ST,2019-08-20T18:06:00.0,8,2019,Assist Prostitution,11-34-11,LOITERING-INDECENT PURPOSE IN/OR NEAR SCHOOLS,1,ZSilbert
2019-00082857,WESTFIELD ST & FULLER ST,2019-08-20T17:51:00.0,8,2019,Prostitution,11-34-8,LOITERING FOR INDECENT PURPOSES PROSTITUTION - PROSTITUTION,1,FColon
2019-00082860,35 SASSAFRAS ST,2019-08-20T17:07:00.0,8,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,ASchneider
2019-00082847,179 WASHINGTON AVE,2019-08-20T16:46:00.0,8,2019,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,JJohnson
2019-00082846,485 CRANSTON ST,2019-08-20T16:33:00.0,8,2019,Narcotics Violation,Not Used,No violations,0,LPelaez
2019-00082829,90 ALTHEA ST,2019-08-20T16:14:00.0,8,2019,Disturbance,Not Used,No violations,0,LPelaez
2019-00082843,11 CADY ST,2019-08-20T16:13:15.0,8,2019,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,VPazzetta
2019-00082827,267 ALTHEA ST,2019-08-20T16:08:00.0,8,2019,Assistance Rendered,Not Used,No violations,0,LPelaez
2019-00082826,596 SMITH ST,2019-08-20T16:06:00.0,8,2019,RI Statute Violation,11-32-2,FALSE REPORT OF CRIME,1,MCamardo
2019-00082826,596 SMITH ST,2019-08-20T16:06:00.0,8,2019,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MCamardo
2019-00082826,596 SMITH ST,2019-08-20T16:06:00.0,8,2019,RI Statute Violation,11-32-3,OBSTRUCTION OF THE JUDICIAL SYSTEM,1,MCamardo
2019-00082826,596 SMITH ST,2019-08-20T16:06:00.0,8,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MCamardo
2019-00082839,484 CRANSTON ST,2019-08-20T16:03:00.0,8,2019,Dispersals,Not Used,No violations,0,LPelaez
2019-00082823,333 ATWELLS AVE,2019-08-20T16:00:00.0,8,2019,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,AKanelopoulos
2019-00082823,333 ATWELLS AVE,2019-08-20T16:00:00.0,8,2019,RI Statute Violation,21-28-4.08,CONTROLLED SUBSTANCE CONSPIRACY,1,AKanelopoulos
2019-00082823,333 ATWELLS AVE,2019-08-20T16:00:00.0,8,2019,Drug Offenses,21-28-4.01-A2B,MANUFACTURE/POSS/DELIVER SCH III/IV,1,AKanelopoulos
2019-00082815,754 BROAD ST,2019-08-20T15:42:00.0,8,2019,Medical Aid,Not Used,No violations,0,AIn
2019-00082800,23 NEBRASKA ST,2019-08-20T15:15:00.0,8,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,CHines
2019-00082797,320 BROAD ST,2019-08-20T15:13:00.0,8,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,JJohnson
2019-00501327,20 DOANE AVE,2019-08-20T14:46:09.0,8,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,AGroot
2019-00082792,67 JOHN ST,2019-08-20T14:33:00.0,8,2019,Motor Vehicle Theft,11-41-1,LARCENY/U $1500 - AUTO THEFT,1,MCastillo
2019-00082779,700 MAIN ST ,2019-08-20T14:13:43.0,8,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,RKing
2019-00082769,FRIENDSHIP ST & PORTLAND ST,2019-08-20T13:58:00.0,8,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JLanier
2019-00082764,98 ADELAIDE AVE,2019-08-20T13:44:00.0,8,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2019-00082763,601 N  MAIN ST,2019-08-20T13:42:00.0,8,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,LPelaez
2019-00082754,670 N  MAIN ST,2019-08-20T13:19:00.0,8,2019,Medical Aid,Not Used,No violations,0,LPelaez
2019-00082752,960 BROAD ST,2019-08-20T13:09:00.0,8,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JBenros
2019-00082744,334 CARPENTER ST,2019-08-20T12:43:00.0,8,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DSepe
2019-00082721,425 W  FOUNTAIN ST,2019-08-20T11:56:00.0,8,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DSepe
2019-00082743,1 SABIN ST,2019-08-20T11:41:00.0,8,2019,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,MBaldassare
2019-00082708,121 SPRUCE ST,2019-08-20T11:28:00.0,8,2019,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,LCastro
2019-00082708,121 SPRUCE ST,2019-08-20T11:28:00.0,8,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,LCastro
2019-00082711,99 KENNEDY PLZ,2019-08-20T11:28:00.0,8,2019,Article Found,Not Used,No violations,0,MChasse
2019-00082710,51 SILVER SPRING ST,2019-08-20T10:58:00.0,8,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DRamirez
2019-00082689,1 W  EXCHANGE ST,2019-08-20T10:27:00.0,8,2019,"Assault, Simple",11-5-10,ASSLT ON PERSONS OVER 60 CAUSING BODILY INJURY,1,MBaldassare
2019-00082686,711 BRANCH AVE,2019-08-20T10:21:00.0,8,2019,Burglary,11-8-5,B&E OTHER BUILDING W/CRIM INTENT,1,DRamirez
2019-00082672,23 SANTIAGO ST,2019-08-20T09:27:00.0,8,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,TPhok
2019-00082669,325 WASHINGTON ST,2019-08-20T09:23:00.0,8,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2019-00082654,23 MT PLEASANT AVE,2019-08-20T08:37:00.0,8,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,CAlves
2019-00082649,16 STEPHEN HOPKINS CT,2019-08-20T08:19:00.0,8,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,LVadney
2019-00082640,300 CHALKSTONE AVE,2019-08-20T07:43:33.0,8,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JMadeira
2019-00082641,185 UNION AVE,2019-08-20T07:42:08.0,8,2019,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,JDalton
2019-00082637,324 HOPE ST,2019-08-20T07:34:20.0,8,2019,Burglary,11-8-1,BURGLARY,1,RKing
2019-00082638,45 CONCORD ST,2019-08-20T07:15:00.0,8,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JNajarian
2019-00082631,83 BROOK ST,2019-08-20T06:55:41.0,8,2019,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,BBoudreau
2019-00082623,THAYER ST & MEETING ST,2019-08-20T05:58:00.0,8,2019,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,DIamarone
2019-00082614,601 PRAIRIE AVE,2019-08-20T03:58:00.0,8,2019,Weapons,11-47-50,FIRING IN COMPACT AREA,1,HVentura
2019-00082603,315 BROAD ST,2019-08-20T02:47:00.0,8,2019,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,RJoseph
2019-00082588,1 CADILLAC DR,2019-08-20T01:20:00.0,8,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,FTavares
2019-00082569,9 BERLIN ST,2019-08-19T23:34:00.0,8,2019,RI Statute Violation,15-15-3,VIOLATION OF PROTECTIVE ORDER,1,TCalandra
2019-00082564,36 KNIGHT ST,2019-08-19T23:28:00.0,8,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00082571,43 WILDWOOD AVE,2019-08-19T23:13:00.0,8,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,EEspinal
2019-00082560,530 UNION AVE,2019-08-19T22:56:00.0,8,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,ASantos
2019-00082560,530 UNION AVE,2019-08-19T22:56:00.0,8,2019,"Assault, Simple",11-5-10,ASSLT ON PERSONS OVER 60 CAUSING BODILY INJURY,1,ASantos
2019-00082560,530 UNION AVE,2019-08-19T22:56:00.0,8,2019,"Assault, Threats",11-42-4,THREATS TO PUBLIC OFFICIALS,1,ASantos
2019-00082555,HALTON ST & HUNTINGTON AVE,2019-08-19T22:28:11.0,8,2019,Shots Fired,Not Used,No violations,0,MRudolph
2019-00082550,1 ORMS ST,2019-08-19T22:21:22.0,8,2019,Medical Aid,Not Used,No violations,0,SSage
2019-00082544,380 HOPE ST,2019-08-19T22:03:00.0,8,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00082543,26 PENN ST,2019-08-19T21:58:00.0,8,2019,RI Statute Violation,8-6-1,CONTEMPT-SUPERIOR COURT,1,JPacheco
2019-00082543,26 PENN ST,2019-08-19T21:58:00.0,8,2019,RI Statute Violation,11-1-6,CONSPIRACY - ALL OTH OFFENSE,1,JPacheco
2019-00082543,26 PENN ST,2019-08-19T21:58:00.0,8,2019,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,JPacheco
2019-00501326,DRESSER ST ,2019-08-19T21:56:41.0,8,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AGroot
2019-00082542,240 CALIFORNIA AVE,2019-08-19T21:32:00.0,8,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,CVingi
2019-00082539,244 WASHINGTON AVE,2019-08-19T21:16:00.0,8,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00082535,78 BARNES ST,2019-08-19T21:02:56.0,8,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DWaters
2019-00082521,DELAINE ST & MANTON AVE,2019-08-19T19:51:00.0,8,2019,Narcotics Violation,Not Used,No violations,0,ASantos
2019-00082520,460 SMITH ST,2019-08-19T19:51:00.0,8,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2019-00082508,650 BRANCH AVE,2019-08-19T19:02:00.0,8,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,TManzotti
2019-00082503,182 ENFIELD AVE,2019-08-19T18:35:00.0,8,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,SPerez
2019-00082503,182 ENFIELD AVE,2019-08-19T18:35:00.0,8,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,SPerez
2019-00082481,80 ADMIRAL ST,2019-08-19T17:22:00.0,8,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,NO'Malley
2019-00082477,9 BODELL AVE,2019-08-19T17:12:00.0,8,2019,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,MMena-Torres
2019-00082474,145 HILLCREST AVE,2019-08-19T17:04:00.0,8,2019,Request for Assistance,Not Used,No violations,0,Central Station
2019-00082469,135 DODGE ST,2019-08-19T16:53:34.0,8,2019,Request for Assistance,Not Used,No violations,0,LAndreozzi
2019-00082462,365 EDDY ST,2019-08-19T16:30:00.0,8,2019,Property Damage,Not Used,No violations,0,Central Station
2019-00082461,26 BODELL AVE,2019-08-19T16:28:00.0,8,2019,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,MMena-Torres
2019-00082460,136 KNIGHT ST,2019-08-19T16:22:00.0,8,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00082453,585 BLACKSTONE BLVD,2019-08-19T16:10:24.0,8,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MGammino
2019-00082452,1 PROVIDENCE PL,2019-08-19T16:10:00.0,8,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2019-00082467,89 SUTTON ST,2019-08-19T15:51:00.0,8,2019,Burglary,11-8-2.2,B&E OF DWELLING WHEN RESIDENT HOME,1,JPacheco
2019-00082442,DARTMOUTH AVE & ELMWOOD AVE,2019-08-19T15:47:00.0,8,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00082438,99 HILLSIDE AVE,2019-08-19T15:20:50.0,8,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MGammino
2019-00082437,16 STANWOOD ST,2019-08-19T15:16:00.0,8,2019,Medical Aid,Not Used,No violations,0,SKennedy
2019-00082426,162 DEXTER ST ,2019-08-19T14:40:00.0,8,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2019-00082422,12 WHELAN RD,2019-08-19T14:20:00.0,8,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,2,DForte
2019-00082422,12 WHELAN RD,2019-08-19T14:20:00.0,8,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DForte
2019-00082422,12 WHELAN RD,2019-08-19T14:20:00.0,8,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,DForte
2019-00082420,162 OCONNELL ST,2019-08-19T14:15:00.0,8,2019,Larceny from Building,11-41-1,LARCENY/O $1500 - FROM BLD,1,MAddai
2019-00501325,92 MODENA AVE,2019-08-19T13:43:39.0,8,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,RPapa
